#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000036495.3|SAMN02678704|GCA_008046795.1|Salmonella enterica subsp. enterica serovar Typhimurium|Typhimurium|FDN0185|Pathogen: environmental/food/other	435491-001	NULL	multi-ingredients| nuts| seeded vegetables (legumes)	PAIRED	JPXX01.0459	JPXA26.0462	ILLUMINA	SRR1544217	GCA_008046795.1	Contig	308690	4973333	61	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02678704	"FDN0185"",""SRS679332"	FDA	2009-01-26	environmental/other	13294738	USA:WI	NULL	NULL	peanut butter paste	NULL	peanut butter:FOODON_03306867| peanut paste:FOODON_03310853	0811MLJPX-1c	FDN0185	Salmonella enterica subsp. enterica serovar Typhimurium	Typhimurium	Food	28901	CFSAN	2014-08-11	FDN0185	NULL	NULL	PDT000036495.3	2015-02-10	90371	AAJMDE	AAJMDE000000000.1	NULL	NULL	"serotype=Typhimurium"",""antigen_formula=4:i:1,2"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000036589.3|SAMN02678705|GCA_008045215.1|Salmonella enterica subsp. enterica serovar Typhimurium|Typhimurium|FDN0186|Pathogen: environmental/food/other	515918-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JPXX01.1818	JPXA26.0462	ILLUMINA	SRR1544401	GCA_008045215.1	Contig	223106	4912660	72	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02678705	"FDN0186"",""SRS679475"	FDA	2009-02-02	environmental/other	13293158	USA:CO	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	0811SDCJPX-1c	FDN0186	Salmonella enterica subsp. enterica serovar Typhimurium	Typhimurium	Food	28901	CFSAN	2014-08-12	FDN0186	NULL	NULL	PDT000036589.3	2015-02-10	90371	AAJMDW	AAJMDW000000000.1	NULL	NULL	"serotype=Typhimurium"",""antigen_formula=4:i:1,2"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000036590.3|SAMN02678706|GCA_008046965.1|Salmonella enterica subsp. enterica serovar Typhimurium|Typhimurium|FDN0187|Pathogen: environmental/food/other	485082-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JPXX01.0459	JPXA26.0462	ILLUMINA	SRR1544324	GCA_008046965.1	Contig	223435	4974204	70	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02678706	"FDN0187"",""SRS679419"	FDA	2009-02-12	environmental/other	13294918	USA:TX	NULL	NULL	peanut meal	NULL	peanut meal:FOODON_03301320	0811MLJPX-1c	FDN0187	Salmonella enterica subsp. enterica serovar Typhimurium	Typhimurium	Food	28901	CFSAN	2014-08-12	FDN0187	NULL	NULL	PDT000036590.3	2015-02-10	90371	AAJMDP	AAJMDP000000000.1	NULL	NULL	"serotype=Typhimurium"",""antigen_formula=4:i:1,2"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000036591.3|SAMN02678707|GCA_008047095.1|Salmonella enterica subsp. enterica serovar Typhimurium|Typhimurium|FDN0188|Pathogen: environmental/food/other	391969-4	NULL	nuts| seeded vegetables (legumes)	PAIRED	JPXX01.1818	JPXA26.0462	ILLUMINA	SRR1544340	GCA_008047095.1	Contig	308272	4916464	57	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02678707	"FDN0188"",""SRS679429"	FDA	2009-02-13	environmental/other	13295028	USA	NULL	NULL	organic peanut butter	NULL	peanut butter:FOODON_03306867	0811SDCJPX-1c	FDN0188	Salmonella enterica subsp. enterica serovar Typhimurium	Typhimurium	Food	28901	CFSAN	2014-08-12	FDN0188	NULL	NULL	PDT000036591.3	2015-02-10	90371	AAJMDU	AAJMDU000000000.1	NULL	NULL	"serotype=Typhimurium"",""antigen_formula=4:i:1,2"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000038151.3|SAMN02698336|GCA_005935105.1|Salmonella enterica||FNE0168|Pathogen: environmental/food/other	819662	NULL	multi-ingredient| nuts| seeded vegetables (legumes)	PAIRED	NULL	NULL	ILLUMINA	SRR1569734	GCA_005935105.1	Contig	191880	4682369	54	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02698336	"FNE0168"",""SRS694829"	FDA	2013-07-09	environmental/other	10796628	India	NULL	NULL	sing fried snack hot peanut	NULL	food (fried):FOODON_00002660| snack food:FOODON_03315013| peanut (whole):FOODON_00003206	NULL	FNE0168	Salmonella enterica	NULL	Food	28901	CFSAN	2014-09-08	FNE0168	NULL	NULL	PDT000038151.3	2014-09-08	28901	AAECYJ	AAECYJ000000000.1	NULL	NULL	"serotype=Mgulani"",""antigen_formula=38:i:1,2"	0	0	0	0	1	0	NULL	mdsB	NULL	4	arsR,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000040620.3|SAMN02345464|GCA_010564205.1|Salmonella enterica subsp. enterica serovar Anatum|Anatum|FDN0073|Pathogen: environmental/food/other	501148-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JAGX01.0299	JAGA26.0004	ILLUMINA	SRR1612289	GCA_010564205.1	Contig	451430	4660690	27	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345464	"FDN0073"",""SRS721580"	FDA	2012-02-09	environmental/other	16709898	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0073	Salmonella enterica subsp. enterica serovar Anatum	Anatum	Food	28901	CFSAN	2014-10-14	FDN0073	NULL	NULL	PDT000040620.3	2015-02-10	58712	AAOBZO	AAOBZO000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000040624.2|SAMN02345461|GCA_010506895.1|Salmonella enterica|Rough:l,v:1,7|FDN0080|Pathogen: environmental/food/other	501140 1-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JBXX01.0013	JBXA26.0008	ILLUMINA	SRR1612305	GCA_010506895.1	Contig	402378	4639970	35	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345461	"FDN0080"",""SRS721589"	FDA	2012-02-06	environmental/other	16652348	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	1208MLJBX-1	FDN0080	Salmonella enterica	Rough:l,v:1,7	Food	28901	CFSAN	2014-10-14	FDN0080	NULL	NULL	PDT000040624.2	2014-10-14	28901	AANYDI	AANYDI000000000.1	NULL	NULL	"serotype=Bredeney"",""antigen_formula=4:l,v:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT=PARTIAL	2	cdtB,sinH	3.10.1	2021-03-01.1	COMBINED	1
PDT000040629.3|SAMN02345459|GCA_010696765.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0079|Pathogen: environmental/food/other	501147 1-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1612338	GCA_010696765.1	Contig	358168	4807118	39	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345459	"FDN0079"",""SRS721613"	FDA	2012-02-04	environmental/other	16842698	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0079	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-10-14	FDN0079	NULL	NULL	PDT000040629.3	2015-02-10	486999	AAOJIP	AAOJIP000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000040947.3|SAMN02345457|GCA_011444335.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0058|Pathogen: environmental/food/other	774881 2-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1615943	GCA_011444335.1	Contig	38144	4755116	275	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345457	"FDN0058"",""SRS724149"	FDA	2012-02-02	environmental/other	17784908	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0058	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-10-20	FDN0058	NULL	NULL	PDT000040947.3	2015-02-10	486999	AAQAMA	AAQAMA000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000040957.3|SAMN02345456|GCA_010676185.1|Salmonella enterica subsp. enterica serovar Mbandaka|Mbandaka|FDN0059|Pathogen: environmental/food/other	774881 1-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	TDRX01.0041	TDRA26.0010	ILLUMINA	SRR1615964	GCA_010676185.1	Contig	117207	4699979	94	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345456	"FDN0059"",""SRS724171"	FDA	2012-02-01	environmental/other	16821958	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0059	Salmonella enterica subsp. enterica serovar Mbandaka	Mbandaka	Food	28901	CFSAN	2014-10-20	FDN0059	NULL	NULL	PDT000040957.3	2015-02-10	192954	AAOITW	AAOITW000000000.1	NULL	NULL	"serotype=Mbandaka"",""antigen_formula=7:z10:e,n,z15"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000040959.3|SAMN02345458|GCA_010533455.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0069|Pathogen: environmental/food/other	501143 4-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1615966	GCA_010533455.1	Contig	231860	4801995	61	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345458	"FDN0069"",""SRS724172"	FDA	2012-02-03	environmental/other	16679058	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0069	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-10-20	FDN0069	NULL	NULL	PDT000040959.3	2015-02-10	486999	AANZXX	AANZXX000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000040962.3|SAMN02345453|GCA_011443515.1|Salmonella enterica subsp. enterica serovar Bredeney|Bredeney|FDN0070|Pathogen: environmental/food/other	501143 3-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JBXX01.0013	JBXA26.0008	ILLUMINA	SRR1615971	GCA_011443515.1	Contig	391437	4639980	43	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345453	"FDN0070"",""SRS724178"	FDA	2012-01-29	environmental/other	17784098	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	1208MLJBX-1	FDN0070	Salmonella enterica subsp. enterica serovar Bredeney	Bredeney	Food	28901	CFSAN	2014-10-20	FDN0070	NULL	NULL	PDT000040962.3	2015-02-10	134047	AAQAKZ	AAQAKZ000000000.1	NULL	NULL	"serotype=Bredeney"",""antigen_formula=4:l,v:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT=PARTIAL	2	cdtB,sinH	3.10.1	2021-03-01.1	COMBINED	1
PDT000041811.3|SAMN02847395|GCA_010695825.1|Salmonella enterica subsp. enterica serovar Mbandaka|Mbandaka|FDA735629 2-4|Pathogen: environmental/food/other	735629 2-4	NULL	nuts| seeded vegetables (legumes)	PAIRED	TDRX01.0366	NULL	ILLUMINA	SRR1638895	GCA_010695825.1	Contig	231892	4725131	47	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02847395	"CFSAN017543"",""FDA00003978"",""FDA735629 2-4"",""SRS735941"	FDA	2012-01-20	environmental/other	16841758	Mexico	NULL	NULL	shelled peanut	NULL	NULL	NULL	FDA735629 2-4	Salmonella enterica subsp. enterica serovar Mbandaka	Mbandaka	Food	28901	CFSAN	2014-11-03	FDA735629 2-4	NULL	NULL	PDT000041811.3	2015-02-10	192954	AAOJDR	AAOJDR000000000.1	NULL	NULL	"serotype=Mbandaka"",""antigen_formula=7:z10:e,n,z15"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	19	arsD=HMM,asr=HMM,golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000042438.2|SAMN02698341|GCA_006489795.1|Salmonella enterica||FNE0176|Pathogen: environmental/food/other	819662-B	NULL	multi-ingredient| nuts| seeded vegetables (legumes)	PAIRED	NULL	NULL	ILLUMINA	SRR1652544	GCA_006489795.1	Contig	248720	4789401	71	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02698341	"FNE0176"",""SRS744347"	FDA	2013-08-22	environmental/other	11523538	USA:MI	NULL	NULL	sing fried snack hot peanut	NULL	food (fried):FOODON_00002660| snack food:FOODON_03315013| peanut (whole):FOODON_00003206	NULL	FNE0176	Salmonella enterica	NULL	Food	28901	CFSAN	2014-11-14	FNE0176	NULL	NULL	PDT000042438.2	2014-11-14	28901	AAFLWR	AAFLWR000000000.1	NULL	NULL	"serotype=Oranienburg"",""antigen_formula=7:m,t:-"	0	0	0	0	3	1	NULL	fosA7=PARTIAL,mdsA,mdsB	fosA7=PARTIAL	4	arsD=HMM,asr=HMM,golS,golT	2	cdtB,sinH	3.10.1	2021-03-01.1	COMBINED	1
PDT000046407.3|SAMN02918765|GCA_007834735.1|Salmonella enterica subsp. enterica|Westhampton|FDA651955 1-9|Pathogen: environmental/food/other	651955 1-9	NULL	animal feed	PAIRED	NULL	NULL	ILLUMINA	SRR1732577	GCA_007834735.1	Contig	136041	5189593	77	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02918765	"CFSAN019128"",""FDA00004718"",""FDA651955 1-9"",""SRS801570"	FDA	2010-10-12	environmental/other	12998998	Brazil	NULL	NULL	pet treat peanut butter and apple stuffed	NULL	pet treat:genepio_0001056, peanut butter:foodon_03306867, apple butter:foodon_03301772	NULL	FDA651955 1-9	Salmonella enterica subsp. enterica	Westhampton	Animal feed	28901	CFSAN	2014-12-23	FDA651955 1-9	NULL	NULL	PDT000046407.3	2015-02-10	59201	AAIYYU	AAIYYU000000000.1	NULL	NULL	"serotype=- 1,3,19:g,s,t:-"",""antigen_formula=1,3,19:g,s,t:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	32	arsA,arsB,arsC,arsD,arsD=HMM,arsR,asr=HMM,golS,golT,hdeD-GI,hsp20,kefB-GI,pcoA=PARTIAL_END_OF_CONTIG,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,psi-GI=PARTIAL_END_OF_CONTIG,shsP,silA,silB,silC,silE,silF,silP,silR,silS,trxLHR,yfdX1,yfdX2	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000060102.2|SAMN02845930|GCA_010557265.1|Salmonella enterica subsp. enterica|Altona|FDA420919 56-1|Pathogen: environmental/food/other	420919 56-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	LXNX01.0006	NULL	ILLUMINA	SRR1973629	GCA_010557265.1	Contig	335855	4651149	34	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02845930	"CFSAN016111"",""FDA00002546"",""FDA420919 56-1"",""SRS909377"	FDA	2007-11-27	environmental/other	16702918	USA:AR	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDA420919 56-1	Salmonella enterica subsp. enterica	Altona	Food	28901	CFSAN	2015-04-14	FDA420919 56-1	NULL	NULL	PDT000060102.2	2015-04-14	59201	AAOBQX	AAOBQX000000000.1	NULL	NULL	"serotype=Altona"",""antigen_formula=8:r:z6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000060211.2|SAMN02846039|GCA_006015835.1|Salmonella enterica||FDA451485 1-2 H2S negative|Pathogen: environmental/food/other	451485 1-2 H2S negative	NULL	nuts| seeded vegetables (legumes)	PAIRED	JMPX01.0206	NULL	ILLUMINA	SRR1973778	GCA_006015835.1	Contig	394707	4843269	30	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02846039	"CFSAN016220"",""FDA00002655"",""FDA451485 1-2 H2S negative"",""SRS909507"	FDA	2007-12-26	environmental/other	10878198	Mexico	NULL	NULL	spicy peanut	NULL	peanut (whole):FOODON_00003206| spice:FOODON_03303380	NULL	FDA451485 1-2 H2S negative	Salmonella enterica	NULL	Food	28901	CFSAN	2015-04-14	FDA451485 1-2 H2S negative	NULL	NULL	PDT000060211.2	2015-04-14	28901	AAEIVH	AAEIVH000000000.1	NULL	NULL	"serotype=Senftenberg"",""antigen_formula=1,3,19:g,s,t:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	20	arsC=HMM,arsD=HMM,asr=HMM,golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000060509.2|SAMN02845929|GCA_010914035.1|Salmonella enterica subsp. enterica|Altona|FDA420919 33-1|Pathogen: environmental/food/other	420919 33-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	LXNX01.0006	NULL	ILLUMINA	SRR1980607	GCA_010914035.1	Contig	328960	4648874	32	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02845929	"CFSAN016110"",""FDA00002545"",""FDA420919 33-1"",""SRS913563"	FDA	2007-11-27	environmental/other	17063498	USA:AR	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDA420919 33-1	Salmonella enterica subsp. enterica	Altona	Food	28901	CFSAN	2015-04-18	FDA420919 33-1	NULL	NULL	PDT000060509.2	2015-04-18	59201	AAOZIR	AAOZIR000000000.1	NULL	NULL	"serotype=Altona"",""antigen_formula=8:r:z6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000060516.2|SAMN02845928|GCA_010392225.1|Salmonella enterica subsp. enterica serovar Mbandaka|Mbandaka|FDA420919 21-1|Pathogen: environmental/food/other	420919 21-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	TDRX01.0032	NULL	ILLUMINA	SRR1980615	GCA_010392225.1	Contig	235125	4776653	56	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02845928	"CFSAN016109"",""FDA00002544"",""FDA420919 21-1"",""SRS913579"	FDA	2007-11-27	environmental/other	16536948	USA:AR	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDA420919 21-1	Salmonella enterica subsp. enterica serovar Mbandaka	Mbandaka	Food	28901	CFSAN	2015-04-18	FDA420919 21-1	NULL	NULL	PDT000060516.2	2015-04-18	192954	AANQMR	AANQMR000000000.1	NULL	NULL	"serotype=Mbandaka"",""antigen_formula=7:z10:e,n,z15"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000060710.3|SAMN02846038|GCA_007750915.1|Salmonella enterica subsp. enterica serovar Newport|Newport|FDA451485 1-12|Pathogen: environmental/food/other	451485 1-12	NULL	nuts| seeded vegetables (legumes)	PAIRED	JJPX01.0306	NULL	ILLUMINA	SRR1982174	GCA_007750915.1	Contig	366734	4745103	29	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02846038	"CFSAN016219"",""FDA00002654"",""FDA451485 1-12"",""SRS915025"	FDA	2007-12-26	environmental/other	12893538	Mexico	NULL	NULL	spicy peanut	NULL	peanut (whole):FOODON_00003206| spice:FOODON_03303380	NULL	FDA451485 1-12	Salmonella enterica subsp. enterica serovar Newport	Newport	Food	28901	CFSAN	2015-04-20	FDA451485 1-12	NULL	NULL	PDT000060710.3	2015-04-20	108619	AAITPO	AAITPO000000000.1	NULL	NULL	"serotype=Newport"",""antigen_formula=8:e,h:1,2"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000085111.3|SAMN02843818|GCA_010559205.1|Salmonella enterica subsp. enterica serovar Lexington|Lexington|FDA228459|Pathogen: environmental/food/other	228459	NULL	nuts| seeded vegetables (legumes)	PAIRED	LEXX01.0001	NULL	ILLUMINA	SRR2533389	GCA_010559205.1	Contig	365294	4908560	39	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02843818	"CFSAN013998"",""FDA00000433"",""FDA228459"",""SRS1092724"	FDA	2003-04-23	environmental/other	16704858	Indonesia	NULL	NULL	roasted peanut	NULL	peanut (whole| roasted):FOODON_03306901	NULL	FDA228459	Salmonella enterica subsp. enterica serovar Lexington	Lexington	Food	28901	CFSAN,FDA	2016-10-17	FDA228459	NULL	NULL	PDT000085111.3	2016-10-17	260676	AAOBLU	AAOBLU000000000.1	NULL	NULL	"serotype=Lexington"",""antigen_formula=3,10:z10:1,5"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsC=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000085393.2|SAMN03959413|GCA_006021415.1|Salmonella enterica||FDA918910-1|Pathogen: environmental/food/other	918910-1	NULL	multi-ingredient| nuts| seeded vegetables (legumes)	PAIRED	NULL	NULL	ILLUMINA	SRR2533807	GCA_006021415.1	Contig	81231	4629744	118	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN03959413	"CFSAN036476"",""FDA00009304"",""FDA918910-1"",""SRS1093137"	FDA	2015-07-21	environmental/other	10884788	India	NULL	NULL	snack peanut fried	NULL	snack food:FOODON_03315013| peanut (whole):FOODON_00003206| food (fried):FOODON_00002660	NULL	FDA918910-1	Salmonella enterica	NULL	Food	28901	FDA	2015-10-01	FDA918910-1	NULL	NULL	PDT000085393.2	2015-10-01	28901	AAEJEG	AAEJEG000000000.1	NULL	NULL	"serotype=Matopeni"",""antigen_formula=30:y:1,2"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000085394.2|SAMN03959414|GCA_006885895.1|Salmonella enterica||FDA918910-2|Pathogen: environmental/food/other	918910-2	NULL	multi-ingredient| nuts| seeded vegetables (legumes)	PAIRED	NULL	NULL	ILLUMINA	SRR2533808	GCA_006885895.1	Contig	105620	4631750	105	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN03959414	"CFSAN036477"",""FDA00009305"",""FDA918910-2"",""SRS1093136"	FDA	2015-07-21	environmental/other	11949788	India	NULL	NULL	snack peanut fried	NULL	snack food:FOODON_03315013| peanut (whole):FOODON_00003206| food (fried):FOODON_00002660	NULL	FDA918910-2	Salmonella enterica	NULL	Food	28901	FDA	2015-10-01	FDA918910-2	NULL	NULL	PDT000085394.2	2015-10-01	28901	AAGMXE	AAGMXE000000000.1	NULL	NULL	"serotype=Matopeni"",""antigen_formula=30:y:1,2"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000086654.2|SAMN02846570|GCA_008617775.1|Salmonella enterica subsp. enterica serovar Heidelberg|Heidelberg|FDA559907-1|Pathogen: environmental/food/other	559907-1	NULL	nuts	PAIRED	NULL	NULL	ILLUMINA	SRR2585572	GCA_008617775.1	Contig	74037	4750025	140	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02846570	"CFSAN016715"",""FDA00003150"",""FDA559907-1"",""SRS1108587"	FDA	NA	environmental/other	13979048	NULL	NULL	NULL	peanut butter	NULL	peanut butter:foodon_03306867	NULL	FDA559907-1	Salmonella enterica subsp. enterica serovar Heidelberg	Heidelberg	Food	28901	FDA	2015-10-09	FDA559907-1	NULL	NULL	PDT000086654.2	2015-10-09	611	AAKXGM	AAKXGM000000000.1	NULL	NULL	"serotype=Heidelberg"",""antigen_formula=4:r:1,2"	0	0	0	0	3	1	NULL	fosA7,mdsA,mdsB	fosA7	4	arsR,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
